id,nombre,marca,categoria,precio_mxn,stock,descripcion,imagen_url
280,Marshall JCM800 Elite 63,Marshall,Amplificadores,40269.99,15,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo JCM800 en color natural, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
281,Marshall Code Special 881,Marshall,Amplificadores,11859.99,11,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo Code en color vino, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
282,Marshall JCM800 Signature 937,Marshall,Amplificadores,33239.99,16,"Amplificador con tono cálido y controles intuitivos, ideal tanto para ensayo como para conciertos. Modelo JCM800 en color dorado, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Marshall+Amplificadores&font=roboto
283,Rickenbacker 330 Plus 915,Rickenbacker,Guitarras Eléctricas,55979.99,10,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 330 en color dorado, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
284,Rickenbacker 4003 Bass Standard 524,Rickenbacker,Guitarras Eléctricas,57439.99,16,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 4003 Bass en color gris metálico, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
285,Rickenbacker 330 Studio 38,Rickenbacker,Guitarras Eléctricas,54129.99,11,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 330 en color azul océano, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
286,Rickenbacker 620 Elite 49,Rickenbacker,Guitarras Eléctricas,52219.99,17,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 620 en color blanco perla, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
287,Rickenbacker 360 SE 640,Rickenbacker,Guitarras Eléctricas,35319.99,11,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 360 en color dorado, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
288,Rickenbacker 330 Signature 865,Rickenbacker,Guitarras Eléctricas,43979.99,19,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 330 en color azul océano, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
289,Rickenbacker 325 Edition 804,Rickenbacker,Guitarras Eléctricas,52289.99,14,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 325 en color sunburst, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
290,Rickenbacker 330 Standard 439,Rickenbacker,Guitarras Eléctricas,73339.99,19,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 330 en color azul océano, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
291,Rickenbacker 4003 Bass Custom 866,Rickenbacker,Guitarras Eléctricas,89309.99,19,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 4003 Bass en color sunburst, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
292,Rickenbacker 325 Pro 598,Rickenbacker,Guitarras Eléctricas,49519.99,12,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 325 en color vino, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
293,Rickenbacker 620 Edition 639,Rickenbacker,Guitarras Eléctricas,56169.99,19,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 620 en color negro, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
294,Rickenbacker 4003 Bass Classic 546,Rickenbacker,Guitarras Eléctricas,93479.99,11,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 4003 Bass en color sunburst, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
295,Rickenbacker 325 Pro 904,Rickenbacker,Guitarras Eléctricas,63209.99,20,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 325 en color gris metálico, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
296,Rickenbacker 4003 Bass Studio 775,Rickenbacker,Guitarras Eléctricas,35979.99,11,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 4003 Bass en color natural, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
297,Rickenbacker 620 Plus 800,Rickenbacker,Guitarras Eléctricas,69919.99,15,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 620 en color sunburst, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
298,Rickenbacker 360 Standard 569,Rickenbacker,Guitarras Eléctricas,55319.99,20,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 360 en color rojo cereza, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
299,Rickenbacker 360 X 656,Rickenbacker,Guitarras Eléctricas,45939.99,12,"Guitarra eléctrica con pastillas de alta definición y acabado premium, pensada para escenarios exigentes. Modelo 360 en color dorado, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Rickenbacker+Guitarras+Eléctricas&font=roboto
300,Bösendorfer Model 200 X 310,Bösendorfer,Pianos,842709.99,13,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 200 en color negro, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
301,Bösendorfer Model 200 Deluxe 537,Bösendorfer,Pianos,1176989.99,18,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 200 en color natural, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
302,Bösendorfer Model 130 Signature 781,Bösendorfer,Pianos,1599739.99,14,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 130 en color negro, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
303,Bösendorfer Model 280 Standard 289,Bösendorfer,Pianos,711609.99,15,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 280 en color rojo cereza, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
304,Bösendorfer Model 130 Series 926,Bösendorfer,Pianos,2126019.99,15,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 130 en color dorado, con acabado series.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
305,Bösendorfer Model 214VC SE 386,Bösendorfer,Pianos,2071329.99,18,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 214VC en color dorado, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
306,Bösendorfer Model 280 Custom 90,Bösendorfer,Pianos,1232039.99,12,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 280 en color gris metálico, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
307,Bösendorfer Model 280 Deluxe 91,Bösendorfer,Pianos,1057469.99,14,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 280 en color sunburst, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
308,Bösendorfer Model 280 X 744,Bösendorfer,Pianos,1224399.99,17,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 280 en color transparente, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
309,Bösendorfer Model 280 X 754,Bösendorfer,Pianos,1979069.99,15,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 280 en color negro, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
310,Bösendorfer Model 130 Signature 86,Bösendorfer,Pianos,1641019.99,16,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 130 en color negro, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
311,Bösendorfer Model 280 Classic 156,Bösendorfer,Pianos,1942739.99,20,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 280 en color negro, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
312,Bösendorfer Model 130 Standard 78,Bösendorfer,Pianos,901199.99,20,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 130 en color blanco perla, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
313,Bösendorfer Model 280 Studio 982,Bösendorfer,Pianos,1464319.99,19,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 280 en color gris metálico, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
314,Bösendorfer Model 214VC X 390,Bösendorfer,Pianos,1254699.99,11,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 214VC en color rojo cereza, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
315,Bösendorfer Model 214VC Studio 331,Bösendorfer,Pianos,1604259.99,13,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 214VC en color gris metálico, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
316,Bösendorfer Model 200 Pro 521,Bösendorfer,Pianos,1380169.99,18,"Piano de calidad profesional con mecanismo de acción refinado, ideal para intérpretes exigentes y espacios de concierto o estudio. Modelo Model 200 en color blanco perla, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Bösendorfer+Pianos&font=roboto
317,Moog Subsequent 37 Signature 730,Moog,Sintetizadores,46809.99,19,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Subsequent 37 en color natural, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
318,Moog Grandmother SE 135,Moog,Sintetizadores,22589.99,11,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Grandmother en color azul océano, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
319,Moog Matriarch Classic 99,Moog,Sintetizadores,75229.99,15,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Matriarch en color dorado, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
320,Moog DFAM Studio 573,Moog,Sintetizadores,54289.99,14,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo DFAM en color sunburst, con acabado studio.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
321,Moog Minimoog Model D Classic 530,Moog,Sintetizadores,29499.99,13,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Minimoog Model D en color rojo cereza, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
322,Moog Minimoog Model D Plus 36,Moog,Sintetizadores,40149.99,19,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Minimoog Model D en color dorado, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
323,Moog Grandmother X 142,Moog,Sintetizadores,59739.99,11,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Grandmother en color vino, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
324,Moog Subsequent 37 Vintage 744,Moog,Sintetizadores,68079.99,18,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Subsequent 37 en color gris metálico, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
325,Moog Matriarch Edition 85,Moog,Sintetizadores,21779.99,15,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Matriarch en color transparente, con acabado edition.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
326,Moog DFAM Custom 487,Moog,Sintetizadores,65049.99,15,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo DFAM en color dorado, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
327,Moog Minimoog Model D Classic 453,Moog,Sintetizadores,51229.99,10,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Minimoog Model D en color blanco perla, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
328,Moog Subsequent 37 Elite 178,Moog,Sintetizadores,24639.99,13,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Subsequent 37 en color natural, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
329,Moog Grandmother Vintage 266,Moog,Sintetizadores,27319.99,18,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Grandmother en color sunburst, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
330,Moog Grandmother Elite 639,Moog,Sintetizadores,53619.99,18,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Grandmother en color natural, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
331,Moog DFAM Classic 974,Moog,Sintetizadores,57299.99,12,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo DFAM en color transparente, con acabado classic.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
332,Moog DFAM Deluxe 52,Moog,Sintetizadores,76369.99,10,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo DFAM en color transparente, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
333,Moog Subsequent 37 Standard 281,Moog,Sintetizadores,62789.99,19,"Sintetizador con motor de sonido versátil, ideal para producción musical moderna y presentaciones en vivo. Modelo Subsequent 37 en color transparente, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Moog+Sintetizadores&font=roboto
334,Sennheiser EW 100 Pro 920,Sennheiser,Micrófonos,19269.99,14,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo EW 100 en color dorado, con acabado pro.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Micrófonos&font=roboto
335,Sennheiser HD 280 Pro SE 834,Sennheiser,Audio,17939.99,16,"Equipo de audio profesional pensado para monitoreo y grabación con fidelidad de estudio. Modelo HD 280 Pro en color azul océano, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Audio&font=roboto
336,Sennheiser MD 421 X 715,Sennheiser,Micrófonos,2929.99,17,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo MD 421 en color sunburst, con acabado x.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Micrófonos&font=roboto
337,Sennheiser MKE 200 SE 218,Sennheiser,Audio,8079.99,12,"Equipo de audio profesional pensado para monitoreo y grabación con fidelidad de estudio. Modelo MKE 200 en color dorado, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Audio&font=roboto
338,Sennheiser MD 421 Deluxe 418,Sennheiser,Micrófonos,4969.99,15,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo MD 421 en color rojo cereza, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Micrófonos&font=roboto
339,Sennheiser HD 25 Deluxe 487,Sennheiser,Audio,3489.99,17,"Equipo de audio profesional pensado para monitoreo y grabación con fidelidad de estudio. Modelo HD 25 en color azul océano, con acabado deluxe.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Audio&font=roboto
340,Sennheiser e945 Elite 61,Sennheiser,Micrófonos,9559.99,16,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo e945 en color sunburst, con acabado elite.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Micrófonos&font=roboto
341,Sennheiser MKE 200 Plus 843,Sennheiser,Audio,7809.99,19,"Equipo de audio profesional pensado para monitoreo y grabación con fidelidad de estudio. Modelo MKE 200 en color blanco perla, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Audio&font=roboto
342,Sennheiser MD 421 II 520,Sennheiser,Micrófonos,29889.99,17,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo MD 421 en color blanco perla, con acabado ii.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Micrófonos&font=roboto
343,Sennheiser MKE 200 Vintage 33,Sennheiser,Audio,2809.99,16,"Equipo de audio profesional pensado para monitoreo y grabación con fidelidad de estudio. Modelo MKE 200 en color dorado, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Audio&font=roboto
344,Sennheiser EW 100 Plus 607,Sennheiser,Micrófonos,11369.99,10,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo EW 100 en color azul océano, con acabado plus.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Micrófonos&font=roboto
345,Sennheiser HD 280 Pro SE 913,Sennheiser,Audio,18689.99,20,"Equipo de audio profesional pensado para monitoreo y grabación con fidelidad de estudio. Modelo HD 280 Pro en color transparente, con acabado se.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Audio&font=roboto
346,Sennheiser EW 100 Vintage 18,Sennheiser,Micrófonos,25599.99,16,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo EW 100 en color vino, con acabado vintage.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Micrófonos&font=roboto
347,Sennheiser Profile Signature 792,Sennheiser,Audio,9409.99,10,"Equipo de audio profesional pensado para monitoreo y grabación con fidelidad de estudio. Modelo Profile en color rojo cereza, con acabado signature.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Audio&font=roboto
348,Sennheiser EW 100 Standard 585,Sennheiser,Micrófonos,6809.99,18,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo EW 100 en color transparente, con acabado standard.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Micrófonos&font=roboto
349,Sennheiser HD 280 Pro Custom 526,Sennheiser,Audio,10409.99,18,"Equipo de audio profesional pensado para monitoreo y grabación con fidelidad de estudio. Modelo HD 280 Pro en color gris metálico, con acabado custom.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Audio&font=roboto
350,Sennheiser MD 421 Special 109,Sennheiser,Micrófonos,12549.99,15,"Micrófono profesional con captación clara y consistente, apto para voz e instrumentos en estudio o en vivo. Modelo MD 421 en color blanco perla, con acabado special.",https://placehold.co/500x500/1a1a1a/ffffff/png?text=Sennheiser+Micrófonos&font=roboto
